placement_id,academic_year,student_id,company_id,offer_status,offered_ctc_lpa,primary_skill_at_hire,had_ai_data_skill
PLACE_00662,2024,USN_2025_147,COMP_013,Placed,7.00,PYSPARK,1
PLACE_00663,2025,USN_2025_221,COMP_005,Placed,32.00,REACT,1
PLACE_00664,2021,USN_2025_053,COMP_003,Placed,42.00,AWS_CLOUD,1
PLACE_00665,2025,USN_2025_046,COMP_013,Placed,7.00,PYTHON,1
PLACE_00666,2025,USN_2025_347,COMP_013,Placed,7.00,SQL,1
PLACE_00667,2020,USN_2025_064,COMP_005,Placed,32.00,SQL,1
PLACE_00668,2023,USN_2025_320,COMP_002,Placed,45.00,DATABRICKS_DE,1
PLACE_00669,2021,USN_2025_438,COMP_003,Placed,42.00,PYTHON,1
PLACE_00670,2020,USN_2025_486,COMP_013,Placed,7.00,PYTHON,1
PLACE_00671,2023,USN_2025_377,COMP_005,Placed,32.00,JAVA_BACKEND,1
PLACE_00672,2020,USN_2025_361,COMP_005,Placed,32.00,SQL,1
PLACE_00673,2023,USN_2025_493,COMP_001,Placed,48.00,PYSPARK,1
PLACE_00674,2023,USN_2025_070,COMP_008,Placed,24.00,JAVA_BACKEND,1
PLACE_00675,2023,USN_2025_364,COMP_010,Placed,18.00,PYTHON,1
PLACE_00676,2020,USN_2025_440,COMP_005,Placed,32.00,SQL,1
PLACE_00677,2025,USN_2025_102,,Not Placed,0.00,DATABRICKS_DE,1
PLACE_00678,2023,USN_2025_104,COMP_005,Placed,32.00,CPP,1
PLACE_00679,2025,USN_2025_002,COMP_011,Placed,9.00,REACT,1
PLACE_00680,2021,USN_2025_430,COMP_011,Placed,9.00,SQL,1
PLACE_00681,2024,USN_2025_257,COMP_013,Placed,7.00,PYTHON,1
PLACE_00682,2025,USN_2025_220,COMP_009,Placed,20.00,PYTHON,1
PLACE_00683,2024,USN_2025_065,COMP_001,Placed,48.00,PYTHON,1
PLACE_00684,2023,USN_2025_286,COMP_009,Placed,20.00,JAVA_BACKEND,1
PLACE_00685,2024,USN_2025_215,COMP_012,Placed,8.50,SQL,1
PLACE_00686,2024,USN_2025_409,COMP_005,Placed,32.00,SQL,1
PLACE_00687,2023,USN_2025_194,COMP_013,Placed,7.00,PYSPARK,1
PLACE_00688,2025,USN_2025_492,COMP_012,Placed,8.50,SQL,1
PLACE_00689,2023,USN_2025_246,COMP_003,Placed,42.00,CPP,1
PLACE_00690,2021,USN_2025_436,COMP_005,Placed,32.00,SQL,1
PLACE_00691,2022,USN_2025_490,COMP_004,Placed,38.00,PYTHON,1
PLACE_00692,2020,USN_2025_416,COMP_012,Placed,8.50,SQL,1
PLACE_00693,2023,USN_2025_067,,Not Placed,0.00,CPP,1
PLACE_00694,2023,USN_2025_376,COMP_004,Placed,38.00,COMPUTER_VISION,1
PLACE_00695,2024,USN_2025_331,COMP_013,Placed,7.00,SQL,1
PLACE_00696,2021,USN_2025_457,COMP_004,Placed,38.00,COMPUTER_VISION,1
PLACE_00697,2024,USN_2025_286,COMP_013,Placed,7.00,REACT,1
PLACE_00698,2025,USN_2025_494,COMP_013,Placed,7.00,SQL,1
PLACE_00699,2023,USN_2025_404,,Not Placed,0.00,PYTHON,1
PLACE_00700,2023,USN_2025_031,COMP_012,Placed,8.50,SQL,1
PLACE_00701,2024,USN_2025_110,COMP_011,Placed,9.00,PYTHON,1
PLACE_00702,2023,USN_2025_044,COMP_008,Placed,24.00,REACT,1
PLACE_00703,2025,USN_2025_343,COMP_012,Placed,8.50,SQL,1
PLACE_00704,2022,USN_2025_256,COMP_010,Placed,18.00,JAVA_BACKEND,1
PLACE_00705,2020,USN_2025_355,COMP_011,Placed,9.00,MACHINE_LEARNING,1
PLACE_00706,2020,USN_2025_447,COMP_004,Placed,38.00,COMPUTER_VISION,1
PLACE_00707,2020,USN_2025_265,COMP_010,Placed,18.00,AWS_CLOUD,1
PLACE_00708,2022,USN_2025_389,COMP_002,Placed,45.00,CPP,1
PLACE_00709,2023,USN_2025_089,COMP_013,Placed,7.00,SQL,1
PLACE_00710,2024,USN_2025_174,COMP_013,Placed,7.00,PYTHON,1
PLACE_00711,2021,USN_2025_488,,Not Placed,0.00,DEEP_LEARNING,1
PLACE_00712,2023,USN_2025_406,COMP_012,Placed,8.50,SQL,1
PLACE_00713,2022,USN_2025_060,COMP_010,Placed,18.00,PYTHON,1
PLACE_00714,2025,USN_2025_425,COMP_003,Placed,42.00,CPP,1
PLACE_00715,2022,USN_2025_292,COMP_013,Placed,7.00,SQL,1
PLACE_00716,2020,USN_2025_146,COMP_005,Placed,32.00,JAVA_BACKEND,1
PLACE_00717,2023,USN_2025_415,COMP_004,Placed,38.00,PYTHON,1
PLACE_00718,2020,USN_2025_376,COMP_002,Placed,45.00,PYTHON,1
PLACE_00719,2021,USN_2025_228,,Not Placed,0.00,VECTOR_DATABASES,1
PLACE_00720,2025,USN_2025_034,COMP_013,Placed,7.00,SQL,1
PLACE_00721,2020,USN_2025_328,COMP_005,Placed,32.00,COMPUTER_VISION,1
PLACE_00722,2021,USN_2025_346,COMP_010,Placed,18.00,COMPUTER_VISION,1
PLACE_00723,2022,USN_2025_125,COMP_013,Placed,7.00,SQL,1
PLACE_00724,2020,USN_2025_380,COMP_005,Placed,32.00,JAVA_BACKEND,1
PLACE_00725,2020,USN_2025_334,COMP_003,Placed,42.00,PYTHON,0
PLACE_00726,2024,USN_2025_355,COMP_013,Placed,7.00,PYTHON,1
PLACE_00727,2025,USN_2025_361,COMP_013,Placed,7.00,SQL,1
PLACE_00728,2025,USN_2025_413,COMP_005,Placed,32.00,AWS_CLOUD,1
PLACE_00729,2022,USN_2025_084,COMP_009,Placed,20.00,SQL,1
PLACE_00730,2024,USN_2025_032,COMP_013,Placed,7.00,PYTHON,1
PLACE_00731,2021,USN_2025_102,COMP_013,Placed,7.00,SQL,1
PLACE_00732,2021,USN_2025_077,COMP_012,Placed,8.50,AWS_CLOUD,1
PLACE_00733,2022,USN_2025_131,COMP_012,Placed,8.50,SQL,1
PLACE_00734,2025,USN_2025_138,COMP_006,Placed,28.00,SQL,1
PLACE_00735,2021,USN_2025_138,COMP_005,Placed,32.00,SQL,1
PLACE_00736,2022,USN_2025_319,COMP_007,Placed,26.00,REACT,1
PLACE_00737,2021,USN_2025_335,COMP_002,Placed,45.00,CPP,1
PLACE_00738,2023,USN_2025_308,COMP_004,Placed,38.00,PYSPARK,1
PLACE_00739,2020,USN_2025_140,COMP_005,Placed,32.00,REACT,1
PLACE_00740,2025,USN_2025_072,COMP_003,Placed,42.00,SQL,1
PLACE_00741,2023,USN_2025_225,,Not Placed,0.00,MACHINE_LEARNING,1
PLACE_00742,2022,USN_2025_471,COMP_007,Placed,26.00,PYTHON,1
PLACE_00743,2022,USN_2025_328,COMP_005,Placed,32.00,COMPUTER_VISION,1
PLACE_00744,2023,USN_2025_368,COMP_009,Placed,20.00,PYTHON,1
PLACE_00745,2020,USN_2025_382,COMP_010,Placed,18.00,MACHINE_LEARNING,1
PLACE_00746,2020,USN_2025_087,COMP_012,Placed,8.50,LANGCHAIN,1
PLACE_00747,2024,USN_2025_324,COMP_003,Placed,42.00,REACT,1
PLACE_00748,2021,USN_2025_394,COMP_003,Placed,42.00,PYTHON,1
PLACE_00749,2024,USN_2025_248,COMP_012,Placed,8.50,AWS_CLOUD,1
PLACE_00750,2020,USN_2025_441,COMP_007,Placed,26.00,PYTHON,1
PLACE_00751,2023,USN_2025_007,COMP_008,Placed,24.00,JAVA_BACKEND,1
PLACE_00752,2021,USN_2025_448,COMP_012,Placed,8.50,DEEP_LEARNING,1
PLACE_00753,2023,USN_2025_092,COMP_004,Placed,38.00,CPP,1
PLACE_00754,2024,USN_2025_203,COMP_012,Placed,8.50,SQL,1
PLACE_00755,2022,USN_2025_057,COMP_012,Placed,8.50,JAVA_BACKEND,1
PLACE_00756,2023,USN_2025_133,COMP_011,Placed,9.00,SQL,1
PLACE_00757,2024,USN_2025_044,COMP_002,Placed,45.00,REACT,1
PLACE_00758,2024,USN_2025_241,COMP_013,Placed,7.00,PYTHON,1
PLACE_00759,2024,USN_2025_005,COMP_009,Placed,20.00,SQL,1
PLACE_00760,2022,USN_2025_259,COMP_013,Placed,7.00,PYSPARK,1
PLACE_00761,2022,USN_2025_398,COMP_005,Placed,32.00,AWS_CLOUD,1
PLACE_00762,2022,USN_2025_448,COMP_013,Placed,7.00,PYTHON,1
PLACE_00763,2021,USN_2025_065,COMP_013,Placed,7.00,PYSPARK,1
PLACE_00764,2022,USN_2025_465,COMP_011,Placed,9.00,PYTHON,1
PLACE_00765,2022,USN_2025_381,COMP_013,Placed,7.00,PYTHON,1
PLACE_00766,2022,USN_2025_257,COMP_010,Placed,18.00,PYTHON,1
PLACE_00767,2023,USN_2025_052,COMP_004,Placed,38.00,CPP,1
PLACE_00768,2022,USN_2025_014,COMP_013,Placed,7.00,SQL,1
PLACE_00769,2021,USN_2025_089,COMP_011,Placed,9.00,SQL,1
PLACE_00770,2024,USN_2025_138,COMP_007,Placed,26.00,CPP,1
PLACE_00771,2023,USN_2025_180,COMP_013,Placed,7.00,GENAI_LLMS,1
PLACE_00772,2020,USN_2025_401,COMP_005,Placed,32.00,AWS_CLOUD,1
PLACE_00773,2022,USN_2025_138,COMP_005,Placed,32.00,SQL,1
PLACE_00774,2024,USN_2025_408,COMP_003,Placed,42.00,PYTHON,1
PLACE_00775,2024,USN_2025_042,COMP_004,Placed,38.00,PYTHON,1
PLACE_00776,2023,USN_2025_134,COMP_010,Placed,18.00,CPP,1
PLACE_00777,2020,USN_2025_009,COMP_003,Placed,42.00,GENAI_LLMS,1
PLACE_00778,2025,USN_2025_497,COMP_002,Placed,45.00,MACHINE_LEARNING,1
PLACE_00779,2021,USN_2025_223,COMP_005,Placed,32.00,JAVA_BACKEND,1
PLACE_00780,2025,USN_2025_302,COMP_013,Placed,7.00,PYSPARK,1
PLACE_00781,2024,USN_2025_360,COMP_011,Placed,9.00,SQL,1
PLACE_00782,2025,USN_2025_112,COMP_009,Placed,20.00,PYTHON,1
PLACE_00783,2024,USN_2025_500,COMP_013,Placed,7.00,VECTOR_DATABASES,1
PLACE_00784,2025,USN_2025_367,COMP_012,Placed,8.50,AWS_CLOUD,1
PLACE_00785,2024,USN_2025_220,COMP_012,Placed,8.50,AWS_CLOUD,1
PLACE_00786,2024,USN_2025_479,COMP_013,Placed,7.00,PYTHON,1
PLACE_00787,2023,USN_2025_403,COMP_011,Placed,9.00,MACHINE_LEARNING,1
PLACE_00788,2020,USN_2025_102,COMP_005,Placed,32.00,SQL,1
PLACE_00789,2024,USN_2025_285,COMP_013,Placed,7.00,SQL,1
PLACE_00790,2021,USN_2025_350,COMP_010,Placed,18.00,PYTHON,1
PLACE_00791,2021,USN_2025_303,COMP_011,Placed,9.00,MACHINE_LEARNING,1
PLACE_00792,2022,USN_2025_459,COMP_012,Placed,8.50,NLP,1
PLACE_00793,2024,USN_2025_382,COMP_012,Placed,8.50,SQL,1
PLACE_00794,2024,USN_2025_121,COMP_002,Placed,45.00,DATABRICKS_DE,1
PLACE_00795,2024,USN_2025_365,,Not Placed,0.00,CPP,0
PLACE_00796,2025,USN_2025_280,,Not Placed,0.00,SQL,1
PLACE_00797,2024,USN_2025_470,COMP_012,Placed,8.50,SQL,1
PLACE_00798,2024,USN_2025_259,COMP_003,Placed,42.00,JAVA_BACKEND,1
PLACE_00799,2021,USN_2025_489,COMP_013,Placed,7.00,SQL,1
PLACE_00800,2020,USN_2025_120,COMP_011,Placed,9.00,CPP,1
PLACE_00801,2020,USN_2025_153,COMP_010,Placed,18.00,SQL,1
PLACE_00802,2022,USN_2025_112,COMP_011,Placed,9.00,SQL,1
PLACE_00803,2021,USN_2025_222,COMP_010,Placed,18.00,AWS_CLOUD,1
PLACE_00804,2024,USN_2025_213,COMP_012,Placed,8.50,SQL,1
PLACE_00805,2020,USN_2025_112,COMP_009,Placed,20.00,SQL,1
PLACE_00806,2023,USN_2025_120,COMP_011,Placed,9.00,CPP,1
PLACE_00807,2023,USN_2025_045,COMP_009,Placed,20.00,PYTHON,1
PLACE_00808,2023,USN_2025_042,COMP_006,Placed,28.00,PYTHON,1
PLACE_00809,2024,USN_2025_442,COMP_011,Placed,9.00,MACHINE_LEARNING,1
PLACE_00810,2024,USN_2025_251,COMP_007,Placed,26.00,GENAI_LLMS,1
PLACE_00811,2022,USN_2025_456,COMP_005,Placed,32.00,PYTHON,1
PLACE_00812,2022,USN_2025_401,COMP_012,Placed,8.50,SQL,1
PLACE_00813,2022,USN_2025_312,COMP_013,Placed,7.00,PYTHON,1
PLACE_00814,2025,USN_2025_197,COMP_013,Placed,7.00,PYTHON,1
PLACE_00815,2023,USN_2025_168,COMP_009,Placed,20.00,SQL,1
PLACE_00816,2024,USN_2025_360,COMP_011,Placed,9.00,MACHINE_LEARNING,1
PLACE_00817,2023,USN_2025_049,COMP_012,Placed,8.50,JAVA_BACKEND,1
PLACE_00818,2022,USN_2025_158,COMP_013,Placed,7.00,SQL,1
PLACE_00819,2024,USN_2025_308,COMP_001,Placed,48.00,PYSPARK,1
PLACE_00820,2021,USN_2025_254,COMP_013,Placed,7.00,PYSPARK,1
PLACE_00821,2020,USN_2025_056,COMP_002,Placed,45.00,REACT,1
PLACE_00822,2020,USN_2025_357,COMP_012,Placed,8.50,JAVA_BACKEND,1
PLACE_00823,2022,USN_2025_212,COMP_012,Placed,8.50,AWS_CLOUD,1
PLACE_00824,2023,USN_2025_253,COMP_003,Placed,42.00,CPP,1
PLACE_00825,2021,USN_2025_429,COMP_012,Placed,8.50,PYTHON,1
PLACE_00826,2024,USN_2025_383,COMP_013,Placed,7.00,SQL,1
PLACE_00827,2023,USN_2025_186,COMP_009,Placed,20.00,JAVA_BACKEND,1
PLACE_00828,2022,USN_2025_194,COMP_013,Placed,7.00,PYSPARK,1
PLACE_00829,2023,USN_2025_305,COMP_011,Placed,9.00,PYTHON,1
PLACE_00830,2022,USN_2025_362,COMP_011,Placed,9.00,PYTHON,1
PLACE_00831,2025,USN_2025_443,COMP_013,Placed,7.00,SQL,1
PLACE_00832,2020,USN_2025_426,COMP_005,Placed,32.00,SQL,1
PLACE_00833,2020,USN_2025_290,COMP_007,Placed,26.00,GENAI_LLMS,1
PLACE_00834,2023,USN_2025_161,COMP_007,Placed,26.00,REACT,1
PLACE_00835,2021,USN_2025_330,COMP_005,Placed,32.00,SQL,1
PLACE_00836,2024,USN_2025_394,COMP_002,Placed,45.00,DEEP_LEARNING,1
PLACE_00837,2022,USN_2025_388,COMP_009,Placed,20.00,PYTHON,1
PLACE_00838,2024,USN_2025_098,COMP_011,Placed,9.00,SQL,1
PLACE_00839,2020,USN_2025_179,COMP_001,Placed,48.00,REACT,1
PLACE_00840,2021,USN_2025_164,COMP_009,Placed,20.00,SQL,1
PLACE_00841,2021,USN_2025_262,COMP_012,Placed,8.50,VECTOR_DATABASES,1
PLACE_00842,2024,USN_2025_123,COMP_007,Placed,26.00,CPP,1
PLACE_00843,2020,USN_2025_175,COMP_012,Placed,8.50,AWS_CLOUD,1
PLACE_00844,2024,USN_2025_315,COMP_013,Placed,7.00,SQL,1
PLACE_00845,2023,USN_2025_373,COMP_010,Placed,18.00,AWS_CLOUD,1
PLACE_00846,2021,USN_2025_015,COMP_008,Placed,24.00,REACT,1
PLACE_00847,2021,USN_2025_232,COMP_004,Placed,38.00,CPP,1
PLACE_00848,2023,USN_2025_405,COMP_002,Placed,45.00,PYTHON,1
PLACE_00849,2020,USN_2025_091,COMP_006,Placed,28.00,PYTHON,1
PLACE_00850,2021,USN_2025_190,COMP_010,Placed,18.00,PYTHON,1
PLACE_00851,2025,USN_2025_298,COMP_012,Placed,8.50,JAVA_BACKEND,1
PLACE_00852,2025,USN_2025_032,COMP_012,Placed,8.50,AWS_CLOUD,1
PLACE_00853,2025,USN_2025_146,COMP_010,Placed,18.00,JAVA_BACKEND,1
PLACE_00854,2022,USN_2025_044,COMP_004,Placed,38.00,PYSPARK,1
PLACE_00855,2022,USN_2025_491,COMP_002,Placed,45.00,DEEP_LEARNING,1
PLACE_00856,2020,USN_2025_070,COMP_005,Placed,32.00,SQL,1
PLACE_00857,2023,USN_2025_353,COMP_013,Placed,7.00,SQL,1
PLACE_00858,2024,USN_2025_382,COMP_012,Placed,8.50,SQL,1
PLACE_00859,2020,USN_2025_408,COMP_004,Placed,38.00,COMPUTER_VISION,1
PLACE_00860,2024,USN_2025_260,COMP_011,Placed,9.00,CPP,1
PLACE_00861,2020,USN_2025_331,COMP_012,Placed,8.50,SQL,1
PLACE_00862,2022,USN_2025_103,COMP_003,Placed,42.00,PYTHON,1
PLACE_00863,2025,USN_2025_153,COMP_010,Placed,18.00,REACT,1
PLACE_00864,2023,USN_2025_067,COMP_012,Placed,8.50,SQL,1
PLACE_00865,2022,USN_2025_467,COMP_003,Placed,42.00,GENAI_LLMS,1
PLACE_00866,2023,USN_2025_321,,Not Placed,0.00,MACHINE_LEARNING,1
PLACE_00867,2024,USN_2025_246,COMP_011,Placed,9.00,CPP,1
PLACE_00868,2020,USN_2025_229,COMP_011,Placed,9.00,SQL,1
PLACE_00869,2021,USN_2025_393,COMP_003,Placed,42.00,PYTHON,1
PLACE_00870,2021,USN_2025_082,COMP_011,Placed,9.00,REACT,1
PLACE_00871,2023,USN_2025_195,COMP_013,Placed,7.00,PYTHON,1
PLACE_00872,2025,USN_2025_360,COMP_012,Placed,8.50,AWS_CLOUD,1
PLACE_00873,2025,USN_2025_413,COMP_013,Placed,7.00,SQL,1
PLACE_00874,2023,USN_2025_118,COMP_003,Placed,42.00,CPP,1
PLACE_00875,2022,USN_2025_036,COMP_010,Placed,18.00,PYTHON,1
PLACE_00876,2021,USN_2025_405,COMP_003,Placed,42.00,AWS_CLOUD,1
PLACE_00877,2022,USN_2025_098,COMP_013,Placed,7.00,SQL,1
PLACE_00878,2024,USN_2025_064,COMP_011,Placed,9.00,REACT,1
PLACE_00879,2021,USN_2025_102,COMP_009,Placed,20.00,SQL,1
PLACE_00880,2024,USN_2025_423,COMP_011,Placed,9.00,PYTHON,1
PLACE_00881,2020,USN_2025_064,COMP_003,Placed,42.00,SQL,1
PLACE_00882,2022,USN_2025_141,COMP_005,Placed,32.00,JAVA_BACKEND,1
PLACE_00883,2023,USN_2025_042,COMP_003,Placed,42.00,PYTHON,1
PLACE_00884,2021,USN_2025_402,COMP_013,Placed,7.00,PYTHON,1
PLACE_00885,2022,USN_2025_231,COMP_003,Placed,42.00,PYTHON,1
PLACE_00886,2023,USN_2025_208,COMP_013,Placed,7.00,PYSPARK,1
PLACE_00887,2020,USN_2025_442,COMP_012,Placed,8.50,SQL,1
PLACE_00888,2021,USN_2025_087,COMP_011,Placed,9.00,REACT,1
PLACE_00889,2024,USN_2025_056,COMP_005,Placed,32.00,JAVA_BACKEND,1
PLACE_00890,2020,USN_2025_225,COMP_012,Placed,8.50,SQL,1
PLACE_00891,2025,USN_2025_311,COMP_013,Placed,7.00,PYTHON,1
PLACE_00892,2023,USN_2025_467,COMP_005,Placed,32.00,MACHINE_LEARNING,1
PLACE_00893,2021,USN_2025_341,COMP_011,Placed,9.00,PYTHON,1
PLACE_00894,2021,USN_2025_364,COMP_011,Placed,9.00,SQL,1
PLACE_00895,2020,USN_2025_263,COMP_010,Placed,18.00,PYTHON,1
PLACE_00896,2021,USN_2025_075,COMP_009,Placed,20.00,SQL,1
PLACE_00897,2023,USN_2025_283,COMP_012,Placed,8.50,JAVA_BACKEND,1
PLACE_00898,2020,USN_2025_188,COMP_007,Placed,26.00,REACT,1
PLACE_00899,2024,USN_2025_130,,Not Placed,0.00,VECTOR_DATABASES,1
PLACE_00900,2020,USN_2025_408,COMP_003,Placed,42.00,SQL,1
PLACE_00901,2020,USN_2025_338,COMP_005,Placed,32.00,JAVA_BACKEND,1
PLACE_00902,2024,USN_2025_297,COMP_011,Placed,9.00,REACT,1
PLACE_00903,2025,USN_2025_294,COMP_012,Placed,8.50,REACT,1
PLACE_00904,2023,USN_2025_479,COMP_013,Placed,7.00,PYTHON,1
PLACE_00905,2025,USN_2025_118,COMP_006,Placed,28.00,CPP,1
PLACE_00906,2025,USN_2025_093,COMP_013,Placed,7.00,PYSPARK,1
PLACE_00907,2025,USN_2025_294,COMP_011,Placed,9.00,REACT,1
PLACE_00908,2022,USN_2025_102,COMP_005,Placed,32.00,SQL,1
PLACE_00909,2025,USN_2025_143,COMP_006,Placed,28.00,SQL,1
PLACE_00910,2022,USN_2025_382,COMP_011,Placed,9.00,MACHINE_LEARNING,1
PLACE_00911,2024,USN_2025_184,COMP_011,Placed,9.00,PYTHON,1
PLACE_00912,2023,USN_2025_469,,Not Placed,0.00,MACHINE_LEARNING,1
PLACE_00913,2025,USN_2025_396,COMP_013,Placed,7.00,PYTHON,1
PLACE_00914,2021,USN_2025_316,COMP_003,Placed,42.00,SQL,1
PLACE_00915,2024,USN_2025_123,COMP_008,Placed,24.00,PYTHON,1
PLACE_00916,2022,USN_2025_327,COMP_012,Placed,8.50,SQL,1
PLACE_00917,2023,USN_2025_088,COMP_009,Placed,20.00,PYSPARK,1
PLACE_00918,2020,USN_2025_136,COMP_010,Placed,18.00,AWS_CLOUD,1
PLACE_00919,2023,USN_2025_021,COMP_013,Placed,7.00,PYSPARK,1
PLACE_00920,2023,USN_2025_196,COMP_012,Placed,8.50,SQL,1
PLACE_00921,2025,USN_2025_202,COMP_005,Placed,32.00,JAVA_BACKEND,1
PLACE_00922,2025,USN_2025_139,COMP_010,Placed,18.00,PYTHON,1
PLACE_00923,2022,USN_2025_304,COMP_013,Placed,7.00,PYTHON,1
PLACE_00924,2022,USN_2025_060,COMP_009,Placed,20.00,PYTHON,1
PLACE_00925,2025,USN_2025_336,COMP_012,Placed,8.50,JAVA_BACKEND,1
PLACE_00926,2025,USN_2025_028,COMP_010,Placed,18.00,PYTHON,1
PLACE_00927,2021,USN_2025_433,COMP_011,Placed,9.00,SQL,1
PLACE_00928,2021,USN_2025_029,COMP_012,Placed,8.50,SQL,1
PLACE_00929,2024,USN_2025_283,,Not Placed,0.00,GENAI_LLMS,1
PLACE_00930,2025,USN_2025_305,COMP_011,Placed,9.00,PYTHON,1
PLACE_00931,2020,USN_2025_234,COMP_013,Placed,7.00,PYTHON,1
PLACE_00932,2021,USN_2025_482,COMP_001,Placed,48.00,PYTHON,1
PLACE_00933,2022,USN_2025_357,COMP_005,Placed,32.00,JAVA_BACKEND,1
PLACE_00934,2023,USN_2025_391,,Not Placed,0.00,PYTHON,1
PLACE_00935,2024,USN_2025_498,COMP_007,Placed,26.00,COMPUTER_VISION,1
PLACE_00936,2021,USN_2025_156,,Not Placed,0.00,SQL,1
PLACE_00937,2023,USN_2025_115,COMP_011,Placed,9.00,SQL,1
PLACE_00938,2023,USN_2025_290,COMP_007,Placed,26.00,REACT,1
PLACE_00939,2021,USN_2025_050,COMP_011,Placed,9.00,PYTHON,1
PLACE_00940,2020,USN_2025_112,COMP_012,Placed,8.50,SQL,1
PLACE_00941,2020,USN_2025_057,COMP_010,Placed,18.00,DATABRICKS_DE,1
PLACE_00942,2024,USN_2025_238,COMP_003,Placed,42.00,GENAI_LLMS,1
PLACE_00943,2020,USN_2025_198,COMP_012,Placed,8.50,AWS_CLOUD,1
PLACE_00944,2024,USN_2025_293,COMP_013,Placed,7.00,REACT,1
PLACE_00945,2022,USN_2025_476,COMP_007,Placed,26.00,PYTHON,1
PLACE_00946,2021,USN_2025_296,COMP_008,Placed,24.00,PYSPARK,1
PLACE_00947,2023,USN_2025_214,COMP_007,Placed,26.00,REACT,1
PLACE_00948,2024,USN_2025_315,COMP_012,Placed,8.50,SQL,1
PLACE_00949,2020,USN_2025_109,COMP_010,Placed,18.00,PYTHON,1
PLACE_00950,2024,USN_2025_192,COMP_013,Placed,7.00,PYSPARK,1
PLACE_00951,2025,USN_2025_347,COMP_012,Placed,8.50,SQL,1
PLACE_00952,2024,USN_2025_288,COMP_002,Placed,45.00,DATABRICKS_DE,1
PLACE_00953,2020,USN_2025_100,COMP_011,Placed,9.00,REACT,1
PLACE_00954,2025,USN_2025_165,COMP_013,Placed,7.00,PYTHON,1
PLACE_00955,2025,USN_2025_462,COMP_009,Placed,20.00,SQL,1
PLACE_00956,2020,USN_2025_302,,Not Placed,0.00,MACHINE_LEARNING,1
PLACE_00957,2025,USN_2025_081,COMP_001,Placed,48.00,DATABRICKS_DE,1
PLACE_00958,2021,USN_2025_203,COMP_010,Placed,18.00,SQL,1
PLACE_00959,2023,USN_2025_427,COMP_011,Placed,9.00,MACHINE_LEARNING,1
PLACE_00960,2021,USN_2025_421,COMP_013,Placed,7.00,PYTHON,1
PLACE_00961,2021,USN_2025_263,COMP_013,Placed,7.00,PYTHON,1
PLACE_00962,2020,USN_2025_192,COMP_012,Placed,8.50,AWS_CLOUD,1
PLACE_00963,2020,USN_2025_107,COMP_009,Placed,20.00,SQL,1
PLACE_00964,2023,USN_2025_499,COMP_006,Placed,28.00,MACHINE_LEARNING,1
PLACE_00965,2024,USN_2025_042,COMP_004,Placed,38.00,PYTHON,1
PLACE_00966,2021,USN_2025_385,COMP_010,Placed,18.00,COMPUTER_VISION,1
PLACE_00967,2025,USN_2025_125,COMP_013,Placed,7.00,PYSPARK,1
PLACE_00968,2023,USN_2025_145,COMP_012,Placed,8.50,JAVA_BACKEND,1
PLACE_00969,2021,USN_2025_031,COMP_006,Placed,28.00,PYTHON,1
PLACE_00970,2024,USN_2025_460,COMP_007,Placed,26.00,COMPUTER_VISION,1
PLACE_00971,2025,USN_2025_178,COMP_013,Placed,7.00,VECTOR_DATABASES,1
PLACE_00972,2021,USN_2025_363,COMP_003,Placed,42.00,AWS_CLOUD,1
PLACE_00973,2022,USN_2025_273,COMP_013,Placed,7.00,SQL,1
PLACE_00974,2023,USN_2025_234,COMP_012,Placed,8.50,JAVA_BACKEND,1
PLACE_00975,2020,USN_2025_430,COMP_011,Placed,9.00,SQL,1
PLACE_00976,2021,USN_2025_471,COMP_009,Placed,20.00,PYTHON,1
PLACE_00977,2025,USN_2025_315,COMP_013,Placed,7.00,SQL,1
PLACE_00978,2025,USN_2025_153,COMP_012,Placed,8.50,SQL,1
PLACE_00979,2023,USN_2025_112,COMP_009,Placed,20.00,SQL,1
PLACE_00980,2023,USN_2025_500,COMP_013,Placed,7.00,MACHINE_LEARNING,1
PLACE_00981,2025,USN_2025_483,COMP_011,Placed,9.00,MACHINE_LEARNING,1
PLACE_00982,2025,USN_2025_255,COMP_012,Placed,8.50,CPP,1
PLACE_00983,2025,USN_2025_287,COMP_004,Placed,38.00,CPP,1
PLACE_00984,2021,USN_2025_166,COMP_013,Placed,7.00,PYSPARK,1
PLACE_00985,2025,USN_2025_067,COMP_012,Placed,8.50,SQL,1
PLACE_00986,2020,USN_2025_105,COMP_006,Placed,28.00,MACHINE_LEARNING,1
PLACE_00987,2025,USN_2025_004,COMP_012,Placed,8.50,AWS_CLOUD,1
PLACE_00988,2020,USN_2025_303,COMP_010,Placed,18.00,AWS_CLOUD,1
PLACE_00989,2021,USN_2025_029,COMP_011,Placed,9.00,SQL,1
PLACE_00990,2023,USN_2025_450,COMP_009,Placed,20.00,PYTHON,1
PLACE_00991,2020,USN_2025_412,COMP_011,Placed,9.00,PYTHON,1
PLACE_00992,2021,USN_2025_215,COMP_013,Placed,7.00,SQL,1
PLACE_00993,2025,USN_2025_449,COMP_013,Placed,7.00,DEEP_LEARNING,1
PLACE_00994,2021,USN_2025_416,COMP_013,Placed,7.00,SQL,1
PLACE_00995,2025,USN_2025_316,COMP_013,Placed,7.00,PYSPARK,1
PLACE_00996,2021,USN_2025_032,COMP_013,Placed,7.00,PYTHON,1
